,cleaned_tweets,nilai,sentimen
18607,jarang banget control dokter kulit ke mitra tapi sabtu kemarin mikir mager juga ke mrccc dan memutuskan ke mitra tapi ternyata sudah deketpun masi mager eh tbtb tu manusia dengan corona muncul di depok di mitra pula,7,positif
18608,apa Cuma saya orang depok yang denger ada corona tapi tidak ke giant tidak ke alfamidi tidak ke indomart tidak ke alfamart tidak ke naga tidak ke carrefour tidak ke hypermart tidak ke freshmart tidak ke tukang beras tidak ke apotek tidak ke tukang masker tidak ke tukang jahe susu tidak ke tukang telor,-88,negatif
18609,saya tinggal di wilayah jakut tempat orang yang terkena virus corona dirawat bukan di papua tapi di depok mimpi saya benar virus corona masuk ke indonesia anjing,-22,negatif
18610,baru kerja seminggu kuliah tinggal sidang saja eehh kota sendiri lagi ramai virus corona sedih rasanya,-9,negatif
18611,ngomong-ngomong warga depok yang kena corona ketularannya pas lagi ngerayain valentine di kemang,-9,negatif
18612,pembicaraan di telepon di loudspeaker pula w ayah ibu teteh di depok sudah ada corona coba panik bapake iyaaa tadi di berita yah cuci tangan yang bersih w iyaa ade sudah beli vit sama imboost masker tapi habis sama antis,10,positif
18613,depok terinfeksi virus corona nia ramadhani sedih tidak bisa buka salak,-11,negatif
18614,gubernur jabar tidak kan mulai positif corona dari depok jabar hehehe,2,netral
18615,ayo tuntut jokowi dan yang sengaja membayar milyar untuk influencer guna membuka pariwisata dan menjadi penyebab penularan virus corona,-13,negatif
18616,siaga moga virusnya tidak betah di indonesia,-4,negatif
18617,serumah dengan pasien corona di depok dua orang ini dinyatakan bebas virus corona,-6,negatif
18618,jangan sampai ada yang bilang virus bisa menghamili perempuan dari udara,-9,negatif
18619,g mengerti juga itu cerita ustadz zul berawal dari disembunyikan sampai kemudian g berkutik lagi harus diumumkan itu yang di maksud ustadz zul gara orang yang kena corona depok orang perawat rs mitra dalam pengawasan khaawatir karena mereka g tahu,-12,negatif
18620,depok memang ada saja gebrakannya beberapa bulan lalu hepatitis sekarang corona,6,positif
18621,pemerintah kota depok akan mendirikan posko crisis center pada selasa untuk memberikan informasi terkait penanganan virus corona,-4,negatif
18622,moeldoko mengatakan pemerintah fokus tangani dua warga depok yang positif corona,6,positif
18623,apaqa akun ini lahir gara corona outbreak di depok hmm,-2,negatif
18624,efek corona virus di depok masker jadi barang langka berduyun belanja indomie berkardus di indomaret mengeluh panic buying is real now,2,netral
18625,hmm penjelasan kepala rt setempat terkait warganya yang terjangkit virus corona di depok jujur ini seram,-6,negatif
18626,iblis betina ini sudah sering banget nyebarin berita bohong hanya karena benci sama bahkan umumkan ada wni di depok positif corona,0,netral
18627,percaya diri banget di depok lagi heboh corona kamu ngajak w menginap,0,netral
18628,ayo tuntut jokowi yang sengaja membayar milyar untuk influencer dan buzer guna membuka pariwisata dan menjadi penyebab penularan virus corona,-13,negatif
18629,ramai pada bicarain virus corona karena sudah masuk indonesia dan menjangkit warga depok ayo kita amalkan ajaran nabi dengan baca doa ini,9,positif
18630,kemproh kak hih tiati corona sudah di depok wkwwk,-2,negatif
18631,oke gezz corona sudah di depok,4,positif
18632,ridwan kamil jawa barat sudah siaga satu dua minggu lalu,13,positif
18633,maret ada corona di depok,3,positif
18634,corona menyerang china untuk melindungi muslim ughiur kata sang usradz medsos sekarang menyerang depok apa ini tandanya tentara allah ingin melindungi warga depok dari serangan virus pks merokok sudah ribuan tahun yang lalu corona baru muncul apa hubungannya virus pekok,-13,negatif
18635,begal lah kobra sekarang corona kota banyak kenapa harus depok,-9,negatif
18636,halahhhh tidak banjir tidak corona anies melulu kamu salahin pdahal korban yang di umumin jkw tadi kasusnya di depok sumpah fer kamu lbih lucu dari sule,-16,negatif
18637,dua wni yang positif virus corona tinggal di depok viruscorona,0,netral
18638,depok ini kenapa dulu masuk berita karena begal lanjut lagi lagu di lampu merah habis itu kasus predator sekarang corona virus,-6,negatif
18639,depok kemarin maren kasus reynhard sinaga sekarang sudah virus corona kedepannya apa lagi hmmm,-4,negatif
18640,semoga segera dapat penanganan dan pencegahan aku kemarin di depok kamu kan takut kalau sudah ada bibit corona yang nempel di aku,17,positif
18641,i have been contacted by my old friends because of corona that happened in depok don t worry teman-teman i will take care of my health,4,positif
18642,ramai sangat di grup tentang virus corona di depok santai we kalau begitu da jodoh maut ges di takdirkeun allah swt tapi kela kela nepi moal kakak sukabumi juga cimahi skripsi cn anggeus kawin acan kerja acan boga budak acan jeng loba masih dosa,17,positif
18643,lapor ke komandan bedes virus corona masuk ke indonesia dua orang yang tinggal di depok terinfeksi corona,-7,negatif
18644,video rumah pasien virus corona di depok diisolasi,2,netral
18645,ayo tuntut jokowi yang sengaja membayar milyar untuk influencer guna membuka pariwisata dan menjadi penyebab penularan virus corona,-13,negatif
18646,wali kota depok sebut pasien virus corona tetangga kapolri idham azis,-2,negatif
18647,nanti anak gledek selalu nyeleneh sendiri mendatangi rumah korban corona di depok sudah ketebak,-7,negatif
18648,depok ada corona ssm merajalela,-1,netral
18649,covid world tour indonesia st march nd march stay save keep clean don t panic,-2,negatif
18650,karena virus corona sudah sampai depok,1,netral
18651,bocah tolol juga presenternya sudah tahu corona di depok disamperin kesana siaran,-2,negatif
18652,kenapa ye depok demennya kebagian viral yang aneh aneh begal muter lagu di lampu merah reynhard tusbol sekarang corona,7,positif
18653,hris zna kaget mendengar corona di depok,2,netral
18654,virus corona kenapa harus di depok kan lebih baik di gedung dpr seperti,-3,negatif
18655,katanya corona itu tentara allah kenapa bahkan serang depok yang penuh dengan kaum sableng pemegang konci sorga,-8,negatif
18656,begal gangster di depok reynhard sinaga orang depok corona juga di depok keren memang depok,1,netral
18657,ini kronologi warga depok yang positif terjangkit virus corona,-3,negatif
18658,medical workers having contact with covid patients in depok sent home for self quarantine,-1,netral
18659,residents of depok positive covid this list of referral hospitals for the corona virus,-3,negatif
18660,buka twitter setelah seharian tidur dan lihat berita covid semoga bisa cepat diatasi oleh pemerintah sebagai warga jakarta yang dekat banget sama depok i agak seram sedap juga,8,positif
18661,they visited hospital mitra keluarga in depok for health checks they have been suspected of covid before but the hospital might not have the testing kit for covid all the staffs are now quarantined who came into close contact with the patient,1,netral
18662,warga depok positif covid ini daftar rs rujukan virus corona pasca w,2,netral
18663,produk depok ada ada ajasih renhart lah corona lah,10,positif
18664,pemerintah baru saja mengumumkan kasus pertama wni yang terkena virus corona kedua wni itu merupakan ibu dan anak yang tinggal di depok jawa barat menkes terawan memastikan bahwa keduanya tengah diisolasi di,-12,negatif
18665,ruang isolasi disiapkan setelah ada warga depok yang terkonfirmasi virus corona,-5,negatif
18666,pemerintah kota pemerintah kota depok jawa barat akan melakukan penyemprotan desinfektan di rumah pasien yang positif virus corona atau covid dan juga rumah warga sekitar yang juga sering berinteraksi,0,netral
18667,depok semangat hepatitis saja bisa dilawan covid juga harus,-5,negatif
18668,korona di depok gaes i m,-1,netral
18669,aduhhhh depok sudah ada warganya kena corona camehhhh den,3,positif
18670,eh ada corona di depok hati hati cuy,7,positif
18671,dan tiba tiba hari ini diumumkan bahwa covid sudah sampai depok walaupun belum sampai lombok tapi khawatir saja klk harga sembilan bahan pokok dan lainnya itu melonjak naik apalagi belum beli keperluan dan sebagainya,17,positif
18672,orang yang hobi bilang virus congorna tetangga sekarang apa kabar setelah corona sampai depok,-5,negatif
18673,kenapa orang jepang warga malaysa yang menulari virus corona warga depok bisa lolos dari scanning di bandara perawat dokter rs mitra keluarga depok sangat perlu di periksa kesehatannya demikian orang orang berinteraksi dengan warga depok terjangkit virus corona,-7,negatif
18674,gara gara depok mantan jadi ngechat yangku wae sek lembur ra urus nek aku corona po hora,-9,negatif
18675,corona virus detected berasa dekat banget depok dari sini,-4,negatif
18676,situasi terkini senin dua orang indonesia asal depok jawa barat baru saja divonis positif mengidap virus corona dan kini sedangan dirawat di rumah sakit penyakit infeksi prof dari sulianti saroso sunter jakarta,-2,negatif
18677,korona masuk depok kerokin juga sembuh,0,netral
18678,video dinkes depok evakuasi pekerja di rumah pasien terjangkit corona,5,positif
18679,hidup santuy bersama nak anak depok yang tetep main walaupun korona sudah menyebar,1,netral
18680,menkes telusuri orang yang kontak langsung dengan pasien corona depok juga orang di klub dansa yang ketemu dengan orang jepang terinveksi corona juga orang di bali dan batam yang pernah kontak dengan penderita korona,-9,negatif
18681,korban pertama corona pertama kali ditemukan di depok karena virusnya lagi nyarin coki,-12,negatif
18682,kamu pada sompral si indonesa tidak bisa kena korona tu dia sudah sampai depok tiati,-10,negatif
18683,heboh warga depok kena corona saya lagi batuk pilek besok naik kereta dari tasiun depok baru takut disuruh turun sama orang orang,-15,negatif
18684,ini kenapa bisa pas kemarinan om saya belikan aneka sembilan bahan pokok seperti tahu saja depok bakal ada corona virus,5,positif
18685,yang kena corona orang depok tapi yang genting bahkan jakarta,-14,negatif
18686,hate how people started panicking after finding out people got corona virus in jakarta depok today went to the pharmacy to get mom s meds and all these people madly bought masks and supplements without thinking if others need them the commotion of panic was real,-7,negatif
18687,baru balik dari turki terus baca informasi corona positif orang depok studio alam pulak takut dong mana di turki bandara banyak banget orang jepang china korea sekarang lagi alergi kulit gara cuaca terus aku kerja gimanaaaa kan naek keretaaaa,1,netral
18688,pasca ditemukannya orang warga kota depok jawa barat yang positif terpapar virus corona gubernur jawa barat ridwan kamil menerapkan status siaga satu diseluruh wilayah provinsi jawa barat,3,positif
18689,corona masuk depok tertawa lmao guess who s abt to die,-3,negatif
18690,idris perawat rumah sakit di depok terindikasi virus corona tegakkan agar terwujud,-6,negatif
18691,kemenkes soroti tenaga medis di depok dirumahkan terkait corona,-1,netral
18692,anjing kok saya tidak ada paniknya sh anyink ini corona sudah di indo padahal di depok lagi woi heh,-12,negatif
18693,ridwan kamil warga depok tertular virus corona di jakarta,-2,negatif
18694,gez aku takut bngt deh ini virus corona masalahnya depok itu tidak terlalu jauh dari tempat aku terus ini jalan raya pada macet karena orang pada belanja besaran buat persiapan nanti astaghfirullah,-25,negatif
18695,gaboleh kalau di depok ada corona,-2,negatif
18696,terimakasih bang sudah menyemangati untuk melawan virus corona di depok,3,positif
18697,antum sebagai orang depok saya Cuma mau mengingatkan jangan lupa beli masker waspada virus corona ingat indonesia negaraku masker bengkoang pelindungku cuaaakkssssss,6,positif
18698,oh virus corona sudah nympe depok dekat dari mampang,0,netral
18699,julius yang tinggal di balikpapan kalimantan timur juga kaget mendengar dua wni yang positif virus corona tinggal di depok,-1,netral
18700,ini begini ini imbas kaget korban di depok diketahui meninggal karena corona kantor panik njirrrr se surabaya hunting ke apotik apotik cari masker desinfektan makanya jangan ngentengin deh kalau tetangga kanan kiri kena musibah bahkan naikin gaji influenser panik njirrrr,-40,negatif
18701,ini tempat dansa yang sebabkan warga depok kena virus corona,-9,negatif
18702,azz yang kena corona di depok ada kontak dengan orang jepang dikantorku rndnya jepang semua panikkk,-6,negatif
18703,corona deh nyampe depok plis w takut banget,1,netral
18704,mau pulang ke depok cuaca lagi extrem ekonomi lagi meriang di tambah lagi virall virus corona,-6,negatif
18705,sepi inilah penampakan rumah milik dua korban corona di depok baca selengkapnya disini,1,netral
18706,gubernur jawa barat ridwan kamil turun ke depok mengecek situasi di kota satelit jakarta itu setelah heboh penularan virus corona,-2,negatif
18707,depok kena corona saya santai lethality rate cuma harapan hidup kalau terinfeksi dan mati fix lagi sial saja terus saya keingetan teman yang bilang kalau saya sering sial,-28,negatif
18708,aamiin anw eksisting seoulo terkini bagaimana pasca brita covid menginvasi depok,4,positif
18709,maaf to burst your bubble but i definitely need this ayu ting ting kaget mendengar dua wni yang positif corona tinggal di depok news it s for my thesis,5,positif
18710,sudah begitu pecah telur di depok lagi itu kan skrng tempat tinggalku sudah begitu yang kena positif covid di studio alam dan dekat dengan tempat kerja,-5,negatif
